"X","Class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","print","population","habitat"
1976,"Poisonous","f","y","w","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Chocolate","s","g"
1977,"Edible","x","f","n","t","Musty","f","c","b","n","t","b","s","s","p","g","p","w","o","p","Chocolate","v","d"
1978,"Edible","x","f","g","t","Musty","f","c","b","u","t","b","s","s","w","p","p","w","o","p","Chocolate","y","d"
1979,"Edible","f","f","n","f","Musty","f","w","b","p","t","e","f","f","w","w","p","w","o","e","Chocolate","a","g"
1980,"Edible","x","f","e","t","Musty","f","c","b","p","t","b","s","s","g","g","p","w","o","p","Buff","v","d"
1981,"Edible","f","f","w","f","Musty","f","w","b","p","t","e","s","s","w","w","p","w","o","e","Chocolate","s","g"
1982,"Edible","x","f","w","f","Musty","f","w","b","h","t","e","f","f","w","w","p","w","o","e","Buff","s","g"
1983,"Edible","x","y","w","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
1984,"Edible","x","s","w","f","Musty","f","w","b","p","t","e","f","s","w","w","p","w","o","e","Chocolate","s","g"
1985,"Edible","x","y","g","t","Musty","f","c","b","u","t","b","s","s","p","g","p","w","o","p","Chocolate","v","d"
1986,"Edible","x","f","g","t","Musty","f","c","b","n","t","b","s","s","g","w","p","w","o","p","Buff","y","d"
1987,"Edible","x","s","g","f","Musty","f","w","b","n","t","e","f","s","w","w","p","w","o","e","Chocolate","a","g"
1988,"Poisonous","f","y","w","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Chocolate","s","u"
1989,"Edible","x","f","e","t","Musty","f","c","b","w","t","b","s","s","w","p","p","w","o","p","Chocolate","v","d"
1990,"Poisonous","f","s","n","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Buff","s","u"
1991,"Poisonous","f","y","n","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Chocolate","v","g"
1992,"Edible","x","f","g","t","Musty","f","c","b","p","t","b","s","s","p","p","p","w","o","p","Chocolate","v","d"
1993,"Edible","f","s","n","f","Musty","f","w","b","h","t","e","s","f","w","w","p","w","o","e","Chocolate","a","g"
1994,"Edible","x","f","g","t","Musty","f","c","b","p","t","b","s","s","g","w","p","w","o","p","Chocolate","y","d"
1995,"Edible","x","f","n","f","Musty","f","w","b","h","t","e","s","f","w","w","p","w","o","e","Buff","a","g"
1996,"Edible","x","f","n","t","Musty","f","c","b","w","t","b","s","s","p","g","p","w","o","p","Chocolate","y","d"
1997,"Edible","f","s","n","f","Musty","f","w","b","p","t","e","f","s","w","w","p","w","o","e","Chocolate","s","g"
1998,"Edible","f","f","n","f","Musty","f","w","b","p","t","e","s","f","w","w","p","w","o","e","Buff","a","g"
1999,"Edible","x","s","n","f","Musty","f","w","b","k","t","e","f","f","w","w","p","w","o","e","Buff","a","g"
2000,"Edible","x","s","n","f","Musty","f","w","b","k","t","e","s","f","w","w","p","w","o","e","Buff","s","g"
2001,"Edible","x","f","n","t","Musty","f","c","b","w","t","b","s","s","g","g","p","w","o","p","Chocolate","v","d"
2002,"Edible","x","y","e","t","Musty","f","c","b","u","t","b","s","s","g","w","p","w","o","p","Chocolate","v","d"
2003,"Edible","f","s","n","f","Musty","f","w","b","k","t","e","f","f","w","w","p","w","o","e","Buff","a","g"
2004,"Edible","x","f","n","t","Musty","f","c","b","w","t","b","s","s","g","g","p","w","o","p","Buff","y","d"
2005,"Poisonous","f","y","w","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
2006,"Edible","x","y","y","t","Fishy","f","c","b","n","e","r","s","y","w","w","p","w","o","p","Chocolate","s","g"
2007,"Poisonous","f","s","n","t","None","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Buff","s","g"
2008,"Edible","f","f","w","f","Musty","f","w","b","h","t","e","f","s","w","w","p","w","o","e","Chocolate","s","g"
2009,"Edible","f","f","n","f","Musty","f","w","b","n","t","e","f","f","w","w","p","w","o","e","Buff","a","g"
2010,"Poisonous","f","s","n","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Chocolate","v","g"
2011,"Edible","x","s","n","f","Musty","f","w","b","k","t","e","f","f","w","w","p","w","o","e","Chocolate","a","g"
2012,"Edible","x","f","n","f","Musty","f","w","b","n","t","e","s","f","w","w","p","w","o","e","Buff","s","g"
2013,"Edible","x","f","e","t","Musty","f","c","b","u","t","b","s","s","g","w","p","w","o","p","Buff","v","d"
2014,"Edible","f","f","n","f","Musty","f","w","b","k","t","e","s","s","w","w","p","w","o","e","Buff","a","g"
2015,"Edible","x","f","w","f","Musty","f","w","b","k","t","e","s","s","w","w","p","w","o","e","Chocolate","s","g"
2016,"Edible","f","s","g","f","Musty","f","w","b","p","t","e","f","s","w","w","p","w","o","e","Chocolate","a","g"
2017,"Edible","f","f","w","f","Musty","f","w","b","h","t","e","f","s","w","w","p","w","o","e","Buff","s","g"
2018,"Edible","f","s","y","t","Almonds","f","w","n","n","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
2019,"Edible","f","f","w","t","Almonds","f","w","n","n","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
2020,"Edible","f","f","n","f","Musty","f","w","b","p","t","e","s","f","w","w","p","w","o","e","Chocolate","a","g"
2021,"Edible","x","f","n","t","Musty","f","c","b","u","t","b","s","s","w","w","p","w","o","p","Chocolate","y","d"
2022,"Edible","x","y","g","t","Musty","f","c","b","n","t","b","s","s","g","p","p","w","o","p","Buff","y","d"
2023,"Edible","x","f","n","t","Musty","f","c","b","u","t","b","s","s","w","g","p","w","o","p","Chocolate","y","d"
2024,"Edible","x","f","n","f","Musty","f","w","b","k","t","e","s","f","w","w","p","w","o","e","Buff","s","g"
2025,"Edible","x","f","g","t","Musty","f","c","b","u","t","b","s","s","w","w","p","w","o","p","Chocolate","y","d"
2026,"Edible","x","f","n","t","Musty","f","c","b","n","t","b","s","s","p","p","p","w","o","p","Buff","v","d"
2027,"Edible","x","f","g","f","Musty","f","w","b","p","t","e","f","s","w","w","p","w","o","e","Buff","a","g"
2028,"Edible","x","f","n","t","Musty","f","c","b","n","t","b","s","s","w","p","p","w","o","p","Chocolate","v","d"
2029,"Edible","x","s","n","f","Musty","f","w","b","h","t","e","f","f","w","w","p","w","o","e","Buff","a","g"
2030,"Edible","b","y","w","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
2031,"Edible","x","y","e","t","Musty","f","c","b","u","t","b","s","s","w","p","p","w","o","p","Buff","v","d"
2032,"Edible","f","s","n","f","Musty","f","w","b","h","t","e","s","f","w","w","p","w","o","e","Chocolate","s","g"
2033,"Edible","x","f","e","t","Musty","f","c","b","w","t","b","s","s","p","p","p","w","o","p","Buff","y","d"
2034,"Edible","f","y","n","t","Musty","f","c","b","p","t","b","s","s","g","g","p","w","o","p","Buff","y","d"
2035,"Edible","x","y","g","t","Musty","f","c","b","u","t","b","s","s","p","g","p","w","o","p","Buff","v","d"
2036,"Edible","x","s","g","f","Musty","f","w","b","p","t","e","s","s","w","w","p","w","o","e","Chocolate","a","g"
2037,"Edible","x","s","n","f","Musty","f","w","b","k","t","e","f","s","w","w","p","w","o","e","Buff","s","g"
2038,"Edible","x","f","g","f","Musty","f","w","b","p","t","e","f","f","w","w","p","w","o","e","Chocolate","a","g"
2039,"Edible","x","s","g","f","Musty","f","w","b","n","t","e","s","s","w","w","p","w","o","e","Buff","a","g"
2040,"Edible","x","y","e","t","Musty","f","c","b","w","t","b","s","s","w","p","p","w","o","p","Buff","y","d"
2041,"Edible","f","f","g","t","Musty","f","c","b","w","t","b","s","s","p","w","p","w","o","p","Chocolate","y","d"
2042,"Edible","f","f","n","t","Musty","f","c","b","n","t","b","s","s","p","w","p","w","o","p","Buff","y","d"
2043,"Edible","x","f","n","f","Musty","f","w","b","k","t","e","f","f","w","w","p","w","o","e","Chocolate","s","g"
2044,"Edible","f","s","n","f","Musty","f","w","b","n","t","e","s","f","w","w","p","w","o","e","Chocolate","s","g"
2045,"Edible","x","f","w","f","Musty","f","w","b","n","t","e","s","s","w","w","p","w","o","e","Buff","s","g"
2046,"Edible","x","y","y","t","Almonds","f","c","b","p","e","r","s","y","w","w","p","w","o","p","Chocolate","s","p"
2047,"Edible","x","f","e","t","Musty","f","c","b","u","t","b","s","s","w","p","p","w","o","p","Chocolate","v","d"
2048,"Edible","x","f","n","f","Musty","f","w","b","h","t","e","f","s","w","w","p","w","o","e","Buff","s","g"
2049,"Edible","x","y","n","t","Musty","f","c","b","p","t","b","s","s","w","g","p","w","o","p","Buff","v","d"
2050,"Edible","f","f","g","t","Musty","f","c","b","n","t","b","s","s","w","p","p","w","o","p","Chocolate","y","d"
2051,"Edible","x","f","w","f","Musty","f","w","b","k","t","e","f","s","w","w","p","w","o","e","Chocolate","a","g"
2052,"Edible","x","y","w","t","Almonds","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","s","m"
2053,"Edible","x","s","n","f","Musty","f","w","b","p","t","e","s","s","w","w","p","w","o","e","Chocolate","s","g"
2054,"Edible","f","s","w","f","Musty","f","w","b","p","t","e","s","s","w","w","p","w","o","e","Chocolate","a","g"
2055,"Edible","f","f","n","t","Musty","f","c","b","u","t","b","s","s","g","w","p","w","o","p","Chocolate","v","d"
2056,"Edible","f","f","w","f","Musty","f","w","b","k","t","e","f","f","w","w","p","w","o","e","Buff","s","g"
2057,"Edible","x","f","g","t","Musty","f","c","b","u","t","b","s","s","g","p","p","w","o","p","Chocolate","v","d"
2058,"Edible","x","f","n","t","Musty","f","c","b","p","t","b","s","s","w","g","p","w","o","p","Chocolate","y","d"
2059,"Edible","x","f","w","f","Musty","f","w","b","p","t","e","s","f","w","w","p","w","o","e","Chocolate","a","g"
2060,"Edible","x","s","w","t","Almonds","f","c","b","n","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
2061,"Edible","f","s","g","f","Musty","f","w","b","n","t","e","f","s","w","w","p","w","o","e","Chocolate","s","g"
2062,"Poisonous","f","y","n","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Chocolate","v","g"
2063,"Edible","f","f","g","f","Musty","f","w","b","p","t","e","f","s","w","w","p","w","o","e","Chocolate","s","g"
2064,"Edible","x","f","n","t","Musty","f","c","b","n","t","b","s","s","p","w","p","w","o","p","Chocolate","v","d"
2065,"Edible","x","f","w","f","Musty","f","w","b","n","t","e","s","f","w","w","p","w","o","e","Chocolate","s","g"
2066,"Edible","x","y","n","t","Musty","f","c","b","u","t","b","s","s","p","w","p","w","o","p","Buff","v","d"
2067,"Edible","x","y","e","t","Musty","f","c","b","p","t","b","s","s","p","p","p","w","o","p","Chocolate","v","d"
2068,"Poisonous","f","s","n","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Buff","v","u"
2069,"Edible","f","s","g","f","Musty","f","w","b","p","t","e","s","s","w","w","p","w","o","e","Chocolate","a","g"
2070,"Edible","x","f","g","t","Musty","f","c","b","n","t","b","s","s","w","g","p","w","o","p","Buff","y","d"
2071,"Edible","f","f","g","t","Musty","f","c","b","n","t","b","s","s","g","p","p","w","o","p","Buff","y","d"
2072,"Edible","x","f","g","t","Musty","f","c","b","n","t","b","s","s","w","g","p","w","o","p","Buff","v","d"
2073,"Edible","x","f","g","t","Musty","f","c","b","w","t","b","s","s","p","p","p","w","o","p","Chocolate","y","d"
2074,"Edible","x","f","n","t","Musty","f","c","b","u","t","b","s","s","p","g","p","w","o","p","Buff","y","d"
2075,"Poisonous","x","s","w","t","None","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Chocolate","v","u"
2076,"Edible","x","s","y","t","Fishy","f","c","b","k","e","c","s","s","w","w","p","w","o","p","Buff","n","m"
2077,"Edible","x","f","n","t","Musty","f","c","b","n","t","b","s","s","p","p","p","w","o","p","Chocolate","v","d"
2078,"Edible","f","y","n","t","Musty","f","c","b","w","t","b","s","s","w","w","p","w","o","p","Chocolate","y","d"
2079,"Edible","x","s","g","f","Musty","f","w","b","n","t","e","f","f","w","w","p","w","o","e","Chocolate","s","g"
2080,"Edible","x","y","e","t","Musty","f","c","b","u","t","b","s","s","w","p","p","w","o","p","Chocolate","y","d"
2081,"Edible","x","f","g","f","Musty","f","w","b","k","t","e","f","s","w","w","p","w","o","e","Chocolate","s","g"
2082,"Edible","f","s","w","f","Musty","f","w","b","p","t","e","f","s","w","w","p","w","o","e","Chocolate","s","g"
2083,"Edible","x","f","n","t","Musty","f","c","b","n","t","b","s","s","g","g","p","w","o","p","Chocolate","v","d"
2084,"Edible","f","f","n","t","Musty","f","c","b","u","t","b","s","s","w","p","p","w","o","p","Chocolate","v","d"
2085,"Edible","f","f","g","f","Musty","f","w","b","n","t","e","s","f","w","w","p","w","o","e","Buff","s","g"
2086,"Edible","f","f","g","f","Musty","f","w","b","n","t","e","s","s","w","w","p","w","o","e","Buff","s","g"
2087,"Edible","f","f","n","f","Musty","f","w","b","h","t","e","f","f","w","w","p","w","o","e","Chocolate","s","g"
2088,"Edible","x","f","g","t","Musty","f","c","b","p","t","b","s","s","g","w","p","w","o","p","Buff","y","d"
2089,"Edible","x","f","e","t","Musty","f","c","b","n","t","b","s","s","p","g","p","w","o","p","Chocolate","y","d"
2090,"Poisonous","f","y","n","t","None","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Buff","s","u"
2091,"Edible","x","y","g","t","Musty","f","c","b","p","t","b","s","s","g","g","p","w","o","p","Buff","v","d"
2092,"Edible","x","s","w","f","Musty","f","w","b","k","t","e","s","f","w","w","p","w","o","e","Chocolate","a","g"
2093,"Edible","b","s","w","t","Almonds","f","c","b","g","e","c","s","s","w","w","p","w","o","p","Chocolate","s","m"
2094,"Edible","x","s","w","f","Musty","f","w","b","h","t","e","f","f","w","w","p","w","o","e","Chocolate","s","g"
2095,"Edible","f","f","n","f","Musty","f","w","b","k","t","e","f","f","w","w","p","w","o","e","Buff","s","g"
2096,"Edible","x","y","g","t","Musty","f","c","b","p","t","b","s","s","g","w","p","w","o","p","Buff","y","d"
2097,"Edible","f","f","g","t","Musty","f","c","b","n","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
2098,"Edible","x","f","g","f","Musty","f","w","b","p","t","e","f","s","w","w","p","w","o","e","Buff","s","g"
2099,"Poisonous","x","s","w","t","None","f","c","n","n","e","e","s","s","w","w","p","w","o","p","Buff","s","g"
2100,"Edible","x","s","n","f","Musty","f","w","b","k","t","e","s","s","w","w","p","w","o","e","Chocolate","a","g"
2101,"Edible","x","y","g","t","Musty","f","c","b","p","t","b","s","s","w","g","p","w","o","p","Buff","y","d"
2102,"Edible","f","f","g","t","Musty","f","c","b","p","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
2103,"Edible","x","y","n","t","Musty","f","c","b","w","t","b","s","s","p","w","p","w","o","p","Chocolate","v","d"
2104,"Edible","x","f","e","t","Musty","f","c","b","p","t","b","s","s","p","g","p","w","o","p","Chocolate","y","d"
2105,"Edible","f","f","n","t","Musty","f","c","b","w","t","b","s","s","g","p","p","w","o","p","Chocolate","y","d"
2106,"Edible","x","f","e","t","Musty","f","c","b","u","t","b","s","s","g","g","p","w","o","p","Buff","y","d"
2107,"Edible","f","f","n","t","Musty","f","c","b","p","t","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
2108,"Edible","x","y","e","t","Musty","f","c","b","u","t","b","s","s","p","p","p","w","o","p","Buff","y","d"
2109,"Edible","x","f","g","t","Musty","f","c","b","w","t","b","s","s","p","w","p","w","o","p","Buff","v","d"
2110,"Edible","f","f","g","t","Musty","f","c","b","p","t","b","s","s","w","w","p","w","o","p","Buff","v","d"
2111,"Edible","x","f","e","t","Musty","f","c","b","w","t","b","s","s","g","w","p","w","o","p","Buff","v","d"
2112,"Edible","x","y","e","t","Musty","f","c","b","u","t","b","s","s","g","p","p","w","o","p","Chocolate","v","d"
2113,"Poisonous","x","s","w","t","None","f","c","n","w","e","e","s","s","w","w","p","w","o","p","Chocolate","v","g"
2114,"Edible","x","f","e","t","Musty","f","c","b","n","t","b","s","s","p","g","p","w","o","p","Chocolate","v","d"
2115,"Edible","x","y","g","t","Musty","f","c","b","p","t","b","s","s","w","w","p","w","o","p","Buff","v","d"
2116,"Edible","x","f","n","t","Musty","f","c","b","p","t","b","s","s","g","g","p","w","o","p","Chocolate","y","d"
2117,"Edible","x","y","e","t","Musty","f","c","b","w","t","b","s","s","w","g","p","w","o","p","Buff","y","d"
2118,"Edible","x","y","g","t","Musty","f","c","b","n","t","b","s","s","g","p","p","w","o","p","Buff","v","d"
2119,"Edible","x","f","g","t","Musty","f","c","b","n","t","b","s","s","p","p","p","w","o","p","Buff","v","d"
2120,"Edible","x","y","g","t","Musty","f","c","b","u","t","b","s","s","g","w","p","w","o","p","Buff","v","d"
2121,"Edible","x","f","e","t","Musty","f","c","b","p","t","b","s","s","w","w","p","w","o","p","Chocolate","y","d"
2122,"Edible","f","y","e","t","Musty","f","c","b","n","t","b","s","s","w","w","p","w","o","p","Chocolate","y","d"
2123,"Edible","f","f","n","t","Musty","f","c","b","p","t","b","s","s","g","p","p","w","o","p","Buff","v","d"
2124,"Edible","x","f","n","t","Musty","f","c","b","u","t","b","s","s","w","p","p","w","o","p","Buff","v","d"
2125,"Edible","f","y","g","t","Musty","f","c","b","w","t","b","s","s","p","p","p","w","o","p","Buff","v","d"
2126,"Edible","x","y","e","t","Musty","f","c","b","u","t","b","s","s","p","g","p","w","o","p","Chocolate","v","d"
2127,"Edible","x","f","g","t","Musty","f","c","b","p","t","b","s","s","g","g","p","w","o","p","Chocolate","y","d"
2128,"Edible","x","y","g","t","Musty","f","c","b","n","t","b","s","s","w","p","p","w","o","p","Buff","v","d"
2129,"Poisonous","x","f","g","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","y","g"
2130,"Poisonous","f","s","w","t","None","f","c","n","p","e","e","s","s","w","w","p","w","o","p","Buff","s","g"
2131,"Edible","x","f","e","t","Musty","f","c","b","n","t","b","s","s","p","w","p","w","o","p","Buff","v","d"
2132,"Edible","x","f","w","f","Musty","f","w","b","h","t","e","s","s","w","w","p","w","o","e","Chocolate","s","g"
2133,"Edible","x","y","n","t","Musty","f","c","b","u","t","b","s","s","g","w","p","w","o","p","Chocolate","v","d"
2134,"Edible","f","f","n","t","Musty","f","c","b","n","t","b","s","s","g","w","p","w","o","p","Chocolate","y","d"
2135,"Edible","x","f","n","t","Musty","f","c","b","w","t","b","s","s","p","g","p","w","o","p","Chocolate","v","d"
2136,"Edible","x","y","g","t","Musty","f","c","b","u","t","b","s","s","p","w","p","w","o","p","Chocolate","y","d"
